Project,Category,SubCategory,Region,Country,AE,MShre,TE,SOW
127,Alcoholic Beverages,Beer,Latin America,Peru,0.4,0.2,0.3,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.7,0.6,0.6,
127,Alcoholic Beverages,Beer,Latin America,Peru,1.5,0.5,0.9,
127,Alcoholic Beverages,Beer,Latin America,Peru,2,3.6,1.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,2.8,3.2,3.6,
127,Alcoholic Beverages,Beer,Latin America,Peru,5.3,9.6,6.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,8.1,6.4,6.5,
127,Alcoholic Beverages,Beer,Latin America,Peru,16.1,9.2,12.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,30.2,29.9,30.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,32,35.4,37.9,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0,0.3,0,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0,0.7,0,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.1,0,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.1,0,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.2,0.7,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.6,0.7,0.5,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,1.3,0,0.7,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,1,0.6,0.9,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,2.7,1.7,1.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,2.9,0.5,2.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,4.4,1.5,2.3,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,4.5,7,4.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,8.1,3,6.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,14.5,13,10.6,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,26.2,27.3,29,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,31.4,42.8,42,
129,FMCG,Personal Care,Western Europe,Germany,3.8,2.4,2.3,2.3
129,FMCG,Personal Care,Western Europe,Germany,18.8,11.6,6.7,6.7
129,FMCG,Personal Care,Western Europe,Germany,13.2,12.1,7.5,7.5
129,FMCG,Personal Care,Western Europe,Germany,11.2,9.4,13,13
129,FMCG,Personal Care,Western Europe,Germany,25.7,25.2,15.3,15.3
129,FMCG,Personal Care,Western Europe,Germany,11,9.6,16.8,16.8
129,FMCG,Personal Care,Western Europe,Germany,16,18.2,18.6,18.6
129,FMCG,Personal Care,Western Europe,Germany,16.9,10.1,20.4,20.4
129,FMCG,Personal Care,Western Europe,Germany,19,23.1,26.6,26.6
129,FMCG,Personal Care,Western Europe,Germany,64.4,78.3,72.8,72.8
130,FMCG,Personal Care,Asia,Hong Kong,3.3,1.7,1.4,1.4
130,FMCG,Personal Care,Asia,Hong Kong,11.5,10.6,2.2,2.2
130,FMCG,Personal Care,Asia,Hong Kong,8.7,6.4,3.6,3.6
130,FMCG,Personal Care,Asia,Hong Kong,12.5,10,5.5,5.5
130,FMCG,Personal Care,Asia,Hong Kong,13.5,13.1,5.7,5.7
130,FMCG,Personal Care,Asia,Hong Kong,13.2,8.5,6.7,6.7
130,FMCG,Personal Care,Asia,Hong Kong,6,2.6,7.2,7.2
130,FMCG,Personal Care,Asia,Hong Kong,10.9,7.5,9.9,9.9
130,FMCG,Personal Care,Asia,Hong Kong,18,21.8,13.1,13.1
130,FMCG,Personal Care,Asia,Hong Kong,18.6,23.4,28.1,28.1
130,FMCG,Personal Care,Asia,Hong Kong,37.8,38.2,38.2,38.2
130,FMCG,Personal Care,Asia,Hong Kong,45.9,56.2,78.3,78.3
131,FMCG,Personal Care,Western Europe,Italy,9.6,7.3,6.3,6.3
131,FMCG,Personal Care,Western Europe,Italy,11.4,9.3,7,7
131,FMCG,Personal Care,Western Europe,Italy,8.8,6.3,7.2,7.2
131,FMCG,Personal Care,Western Europe,Italy,15.2,15,16.5,16.5
131,FMCG,Personal Care,Western Europe,Italy,18.8,17.4,22.6,22.6
131,FMCG,Personal Care,Western Europe,Italy,36.2,44.8,40.4,40.4
132,FMCG,Personal Care,Eastern Europe,Russia,0.4,0.1,0.5,0.5
132,FMCG,Personal Care,Eastern Europe,Russia,10.2,8.5,1.7,1.7
132,FMCG,Personal Care,Eastern Europe,Russia,3.8,3,2.5,2.5
132,FMCG,Personal Care,Eastern Europe,Russia,8.1,5.1,2.8,2.8
132,FMCG,Personal Care,Eastern Europe,Russia,2.8,3.1,2.9,2.9
132,FMCG,Personal Care,Eastern Europe,Russia,3.9,1.9,3.1,3.1
132,FMCG,Personal Care,Eastern Europe,Russia,13.5,8.5,4.2,4.2
132,FMCG,Personal Care,Eastern Europe,Russia,5.5,3.9,4.7,4.7
132,FMCG,Personal Care,Eastern Europe,Russia,4.9,3.9,7.5,7.5
132,FMCG,Personal Care,Eastern Europe,Russia,5.5,3.2,7.9,7.9
132,FMCG,Personal Care,Eastern Europe,Russia,11.8,9.4,8.5,8.5
132,FMCG,Personal Care,Eastern Europe,Russia,11.2,9.4,9.3,9.3
132,FMCG,Personal Care,Eastern Europe,Russia,19.3,16.7,22.8,22.8
132,FMCG,Personal Care,Eastern Europe,Russia,15.8,16.1,25,25
132,FMCG,Personal Care,Eastern Europe,Russia,46.8,59.4,48,48
132,FMCG,Personal Care,Eastern Europe,Russia,36.5,47.8,48.7,48.7
133,FMCG,Personal Care,Western Europe,UK,7.5,3.8,2.4,2.4
133,FMCG,Personal Care,Western Europe,UK,8.7,8.9,13.9,13.9
133,FMCG,Personal Care,Western Europe,UK,34.5,31.4,29.1,29.1
133,FMCG,Personal Care,Western Europe,UK,49.3,56,54.5,54.5
134,FMCG,Personal Care,Eastern Europe,Hungary,5.4,2.2,1.9,1.9
134,FMCG,Personal Care,Eastern Europe,Hungary,9.6,6.4,9.7,9.7
134,FMCG,Personal Care,Eastern Europe,Hungary,21.4,21.1,14.9,14.9
134,FMCG,Personal Care,Eastern Europe,Hungary,18.9,18,27.1,27.1
134,FMCG,Personal Care,Eastern Europe,Hungary,44.8,52.3,46.5,46.5
135,FMCG,Personal Care,Eastern Europe,Romania,7.7,5.5,3.3,3.3
135,FMCG,Personal Care,Eastern Europe,Romania,8.8,5.6,4,4
135,FMCG,Personal Care,Eastern Europe,Romania,11.5,6.9,7.1,7.1
135,FMCG,Personal Care,Eastern Europe,Romania,7.3,8.7,13.4,13.4
135,FMCG,Personal Care,Eastern Europe,Romania,15.6,13.9,20.3,20.3
135,FMCG,Personal Care,Eastern Europe,Romania,49.2,59.4,51.9,51.9
136,FMCG,Personal Care,Western Europe,Sweden,2.92183,3,2.41257,
136,FMCG,Personal Care,Western Europe,Sweden,4.19109,3,3.1154,
136,FMCG,Personal Care,Western Europe,Sweden,9.31545,4,6.9105,
136,FMCG,Personal Care,Western Europe,Sweden,36.10257,30,38.77361,
136,FMCG,Personal Care,Western Europe,Sweden,42.00396,55,47.28609,
137,FMCG,Personal Care,Eastern Europe,Russia,4.39823,0,2.27985,
137,FMCG,Personal Care,Eastern Europe,Russia,8.20015,0,5.89242,
137,FMCG,Personal Care,Eastern Europe,Russia,12.74455,10,8.43444,
137,FMCG,Personal Care,Eastern Europe,Russia,17.51182,9,16.25394,
137,FMCG,Personal Care,Eastern Europe,Russia,23.82323,19.6,24.28985,
137,FMCG,Personal Care,Eastern Europe,Russia,33.32227,50.9,42.85066,
138,FMCG,Personal Care,Asia,Malaysia,2.1,3,1.8,
138,FMCG,Personal Care,Asia,Malaysia,3.5,7,4.2,
138,FMCG,Personal Care,Asia,Malaysia,4.7,6,5.5,
138,FMCG,Personal Care,Asia,Malaysia,7.9,11,6.5,
138,FMCG,Personal Care,Asia,Malaysia,7.8,9,9.4,
138,FMCG,Personal Care,Asia,Malaysia,14.8,11,12.5,
138,FMCG,Personal Care,Asia,Malaysia,25,17,23.5,
138,FMCG,Personal Care,Asia,Malaysia,34.3,30,36.5,
139,FMCG,Personal Care,Western Europe,Norway,1.17547,1,0.57936,
139,FMCG,Personal Care,Western Europe,Norway,6.44547,7,6.28626,
139,FMCG,Personal Care,Western Europe,Norway,9.63712,6,7.3703,
139,FMCG,Personal Care,Western Europe,Norway,15.47052,16,14.71382,
139,FMCG,Personal Care,Western Europe,Norway,28.51451,31,28.93738,
139,FMCG,Personal Care,Western Europe,Norway,35.48588,39,41.63105,
140,FMCG,Personal Care,Western Europe,Finland,22,10,16.3,
140,FMCG,Personal Care,Western Europe,Finland,34,34,33.4,
140,FMCG,Personal Care,Western Europe,Finland,43,48,50.2,
141,FMCG,Personal Care,Western Europe,Denmark,5.5,4.3,3.6,
141,FMCG,Personal Care,Western Europe,Denmark,11.4,6.8,6.4,
141,FMCG,Personal Care,Western Europe,Denmark,12.2,4.6,6.8,
141,FMCG,Personal Care,Western Europe,Denmark,12,13.7,13,
141,FMCG,Personal Care,Western Europe,Denmark,26.5,24.8,27.3,
141,FMCG,Personal Care,Western Europe,Denmark,32.4,30.8,42.9,
142,FMCG,Personal Care,Asia,Thailand,4,4,1,
142,FMCG,Personal Care,Asia,Thailand,5,1,1,
142,FMCG,Personal Care,Asia,Thailand,14,5,10,
142,FMCG,Personal Care,Asia,Thailand,34,36,43,
142,FMCG,Personal Care,Asia,Thailand,43,53,45,
143,FMCG,Confectionery,Eastern Europe,Russia,5.27123,0.60484,2.58236,
143,FMCG,Confectionery,Eastern Europe,Russia,3.84043,4.23387,2.7293,
143,FMCG,Confectionery,Eastern Europe,Russia,6.37268,2.82258,3.16385,
143,FMCG,Confectionery,Eastern Europe,Russia,4.60072,3.42742,3.25849,
143,FMCG,Confectionery,Eastern Europe,Russia,6.74872,3.42742,4.36117,
143,FMCG,Confectionery,Eastern Europe,Russia,9.16083,3.62903,6.35964,
143,FMCG,Confectionery,Eastern Europe,Russia,9.31557,5.64516,6.9303,
143,FMCG,Confectionery,Eastern Europe,Russia,9.23179,11.89516,9.15528,
143,FMCG,Confectionery,Eastern Europe,Russia,8.97791,7.25806,9.25053,
143,FMCG,Confectionery,Eastern Europe,Russia,11.17581,6.45161,14.5687,
143,FMCG,Confectionery,Eastern Europe,Russia,12.18521,22.58065,15.46626,
143,FMCG,Confectionery,Eastern Europe,Russia,13.11957,28.02419,22.17489,
144,FMCG,Confectionery,Western Europe,UK,6.08885,3.8,3.53686,
144,FMCG,Confectionery,Western Europe,UK,6.48096,0.7,3.93639,
144,FMCG,Confectionery,Western Europe,UK,7.55357,0.6,3.98936,
144,FMCG,Confectionery,Western Europe,UK,4.77518,2.9,4.47197,
144,FMCG,Confectionery,Western Europe,UK,8.49079,0,4.60416,
144,FMCG,Confectionery,Western Europe,UK,12.22011,3.2,6.63251,
144,FMCG,Confectionery,Western Europe,UK,8.4517,13.4,9.25355,
144,FMCG,Confectionery,Western Europe,UK,15.22363,6.1,14.68966,
144,FMCG,Confectionery,Western Europe,UK,30.71433,37.2,48.88493,
145,FMCG,Confectionery,Western Europe,UK,3.43603,5.51181,1.42516,
145,FMCG,Confectionery,Western Europe,UK,2.35377,0.47244,2.33172,
145,FMCG,Confectionery,Western Europe,UK,3.27874,2.3622,2.67106,
145,FMCG,Confectionery,Western Europe,UK,4.6853,5.98425,2.86845,
145,FMCG,Confectionery,Western Europe,UK,4.46829,3.62205,3.74684,
145,FMCG,Confectionery,Western Europe,UK,4.25076,4.56693,4.72522,
145,FMCG,Confectionery,Western Europe,UK,5.86524,4.88189,5.45925,
145,FMCG,Confectionery,Western Europe,UK,13.61979,5.03937,9.62998,
145,FMCG,Confectionery,Western Europe,UK,7.3631,5.35433,10.37582,
145,FMCG,Confectionery,Western Europe,UK,8.77585,10.70866,10.45103,
145,FMCG,Confectionery,Western Europe,UK,18.17325,25.98425,21.07075,
145,FMCG,Confectionery,Western Europe,UK,23.72988,25.51181,25.24473,
146,FMCG,Confectionery,North America,USA,2.83423,0.29155,2.14881,
146,FMCG,Confectionery,North America,USA,3.31884,2.04082,2.31299,
146,FMCG,Confectionery,North America,USA,4.36977,3.49854,3.22671,
146,FMCG,Confectionery,North America,USA,5.00072,3.35277,3.39152,
146,FMCG,Confectionery,North America,USA,3.30985,5.8309,3.76801,
146,FMCG,Confectionery,North America,USA,6.36056,3.35277,4.33875,
146,FMCG,Confectionery,North America,USA,11.76631,8.30904,8.35563,
146,FMCG,Confectionery,North America,USA,6.39094,16.03499,11.45269,
146,FMCG,Confectionery,North America,USA,14.13878,10.78717,13.67083,
146,FMCG,Confectionery,North America,USA,17.17353,16.18076,16.64097,
146,FMCG,Confectionery,North America,USA,25.33646,30.3207,30.69309,
147,FMCG,Confectionery,Latin America,Brazil,0.3,0.2,0.1,
147,FMCG,Confectionery,Latin America,Brazil,0.4,0,0.2,
147,FMCG,Confectionery,Latin America,Brazil,0.8,1.2,0.4,
147,FMCG,Confectionery,Latin America,Brazil,0.9,0,0.4,
147,FMCG,Confectionery,Latin America,Brazil,2.1,3.3,1.8,
147,FMCG,Confectionery,Latin America,Brazil,3.3,1,2.3,
147,FMCG,Confectionery,Latin America,Brazil,4.6,0.1,3.9,
147,FMCG,Confectionery,Latin America,Brazil,7.5,6.5,6.3,
147,FMCG,Confectionery,Latin America,Brazil,10,4.8,7.9,
147,FMCG,Confectionery,Latin America,Brazil,10.3,2.8,8.3,
147,FMCG,Confectionery,Latin America,Brazil,8.3,18.7,8.7,
147,FMCG,Confectionery,Latin America,Brazil,17.3,12.9,16.7,
147,FMCG,Confectionery,Latin America,Brazil,34.2,26,42.9,
148,FMCG,Confectionery,Western Europe,France,1.34715,2.7907,0.7393,
148,FMCG,Confectionery,Western Europe,France,5.07772,6.04651,4.19961,
148,FMCG,Confectionery,Western Europe,France,7.15026,6.97674,5.95544,
148,FMCG,Confectionery,Western Europe,France,7.15026,9.30233,7.64966,
148,FMCG,Confectionery,Western Europe,France,10.67358,10.46512,10.19612,
148,FMCG,Confectionery,Western Europe,France,12.43523,10.93023,11.93141,
148,FMCG,Confectionery,Western Europe,France,11.29534,11.39535,12.70151,
148,FMCG,Confectionery,Western Europe,France,13.05699,8.60465,13.01982,
148,FMCG,Confectionery,Western Europe,France,15.12953,14.65116,14.15956,
148,FMCG,Confectionery,Western Europe,France,16.68394,18.83721,19.44758,
149,Automotive,Motor Vehicle,Latin America,Chile,0,0,0,
149,Automotive,Motor Vehicle,Latin America,Chile,0,0,0,
149,Automotive,Motor Vehicle,Latin America,Chile,0.2661,1.01413,0,
149,Automotive,Motor Vehicle,Latin America,Chile,0.3863,1.9202,0.0805,
149,Automotive,Motor Vehicle,Latin America,Chile,0.4154,0,0.1536,
149,Automotive,Motor Vehicle,Latin America,Chile,0.7967,0.44888,0.2458,
149,Automotive,Motor Vehicle,Latin America,Chile,0.3199,0,0.2988,
149,Automotive,Motor Vehicle,Latin America,Chile,0.0755,0,0.3381,
149,Automotive,Motor Vehicle,Latin America,Chile,0.7441,4.58853,0.3829,
149,Automotive,Motor Vehicle,Latin America,Chile,0.6657,0,0.5942,
149,Automotive,Motor Vehicle,Latin America,Chile,0.3455,0.18288,0.7401,
149,Automotive,Motor Vehicle,Latin America,Chile,0.4349,0.532,0.7527,
149,Automotive,Motor Vehicle,Latin America,Chile,0.2687,1.33001,0.7782,
149,Automotive,Motor Vehicle,Latin America,Chile,1.0945,4.92103,1.3319,
149,Automotive,Motor Vehicle,Latin America,Chile,1.1561,0,1.9547,
149,Automotive,Motor Vehicle,Latin America,Chile,3.8327,7.82211,3.7005,
149,Automotive,Motor Vehicle,Latin America,Chile,5.0759,2.02826,5.0516,
149,Automotive,Motor Vehicle,Latin America,Chile,6.4778,1.77057,5.3355,
149,Automotive,Motor Vehicle,Latin America,Chile,7.3032,7.15711,5.5821,
149,Automotive,Motor Vehicle,Latin America,Chile,5.4712,3.25852,6.0586,
149,Automotive,Motor Vehicle,Latin America,Chile,8.8973,6.55029,6.7152,
149,Automotive,Motor Vehicle,Latin America,Chile,6.3845,14.38071,7.1877,
149,Automotive,Motor Vehicle,Latin America,Chile,5.4472,4.22278,7.3081,
149,Automotive,Motor Vehicle,Latin America,Chile,8.2486,5.71072,8.0977,
149,Automotive,Motor Vehicle,Latin America,Chile,8.8475,6.83292,10.6905,
149,Automotive,Motor Vehicle,Latin America,Chile,10.8729,4.92103,12.1397,
149,Automotive,Motor Vehicle,Latin America,Chile,16.1715,20.40732,14.48,
150,FMCG,Toothpaste,Asia,Hong Kong,3.2,0.2,1,
150,FMCG,Toothpaste,Asia,Hong Kong,5.7,0.6,1.8,
150,FMCG,Toothpaste,Asia,Hong Kong,4.4,3,2.3,
150,FMCG,Toothpaste,Asia,Hong Kong,15.8,7.3,12.4,
150,FMCG,Toothpaste,Asia,Hong Kong,16.7,4.5,13.3,
150,FMCG,Toothpaste,Asia,Hong Kong,21.6,44.2,26.3,
150,FMCG,Toothpaste,Asia,Hong Kong,32.6,37.6,43,
151,FMCG,Toothpaste,Asia,Thailand,2,1.1,0.8,
151,FMCG,Toothpaste,Asia,Thailand,3.4,2.7,2.3,
151,FMCG,Toothpaste,Asia,Thailand,4.7,4.7,2.5,
151,FMCG,Toothpaste,Asia,Thailand,5.4,2,2.5,
151,FMCG,Toothpaste,Asia,Thailand,4.5,3.4,2.6,
151,FMCG,Toothpaste,Asia,Thailand,7.4,6.8,5.6,
151,FMCG,Toothpaste,Asia,Thailand,10.6,9.3,6.9,
151,FMCG,Toothpaste,Asia,Thailand,17.3,14.5,12.6,
151,FMCG,Toothpaste,Asia,Thailand,44.7,46.7,64.2,
152,FMCG,Toothpaste,Asia,Vietnam,0,1.6,0,
152,FMCG,Toothpaste,Asia,Vietnam,1.8,1,1.7,
152,FMCG,Toothpaste,Asia,Vietnam,2.8,0.5,1.9,
152,FMCG,Toothpaste,Asia,Vietnam,4.5,1,3.4,
152,FMCG,Toothpaste,Asia,Vietnam,24.9,18.7,18.4,
152,FMCG,Toothpaste,Asia,Vietnam,22.4,17.2,20.1,
152,FMCG,Toothpaste,Asia,Vietnam,43.5,58.7,54.4,
153,FMCG,Oral Care,Asia,India,2.6,11,2,
153,FMCG,Oral Care,Asia,India,3.9,1.6,2.2,
153,FMCG,Oral Care,Asia,India,5,14.3,3.4,
153,FMCG,Oral Care,Asia,India,7.6,3.9,4.4,
153,FMCG,Oral Care,Asia,India,29.2,13.9,22.7,
153,FMCG,Oral Care,Asia,India,51.7,32.4,65.2,
154,FMCG,Toothpaste,Asia,India,0.8,0.1,0.3,
154,FMCG,Toothpaste,Asia,India,0.4,0.5,0.4,
154,FMCG,Toothpaste,Asia,India,2.9,5.2,1.8,
154,FMCG,Toothpaste,Asia,India,3.4,1,1.9,
154,FMCG,Toothpaste,Asia,India,12.4,5.6,7.1,
154,FMCG,Toothpaste,Asia,India,10.5,15.6,9.2,
154,FMCG,Toothpaste,Asia,India,11.1,12.9,9.8,
154,FMCG,Toothpaste,Asia,India,12.6,5.4,12.1,
154,FMCG,Toothpaste,Asia,India,45.9,53.9,57.6,
155,FMCG,Oral Care,Asia,Thailand,0.9,1.5,0.1,
155,FMCG,Oral Care,Asia,Thailand,1.6,3,0.4,
155,FMCG,Oral Care,Asia,Thailand,2.6,6.1,0.7,
155,FMCG,Oral Care,Asia,Thailand,4.7,3.6,2.2,
155,FMCG,Oral Care,Asia,Thailand,9.1,13.5,4.7,
155,FMCG,Oral Care,Asia,Thailand,16.7,10,9.2,
155,FMCG,Oral Care,Asia,Thailand,15.7,8.4,11.4,
155,FMCG,Oral Care,Asia,Thailand,48.8,32,71.3,
156,FMCG,Oral Care,Asia,Thailand,3.71134,2.9,1.51362,
156,FMCG,Oral Care,Asia,Thailand,4.53608,0.2,1.61453,
156,FMCG,Oral Care,Asia,Thailand,2.98969,2.4,1.71544,
156,FMCG,Oral Care,Asia,Thailand,9.17526,4.4,4.23814,
156,FMCG,Oral Care,Asia,Thailand,30.20619,26.5,24.41978,
156,FMCG,Oral Care,Asia,Thailand,49.38144,60.8,66.49849,
157,FMCG,Oral Care,Asia,Malaysia,0.7,2.7,0.5,
157,FMCG,Oral Care,Asia,Malaysia,3.9,6,2.8,
157,FMCG,Oral Care,Asia,Malaysia,4.7,7.9,3.3,
157,FMCG,Oral Care,Asia,Malaysia,4.2,2.5,3.5,
157,FMCG,Oral Care,Asia,Malaysia,11.4,9.9,7.9,
157,FMCG,Oral Care,Asia,Malaysia,30.5,27.1,27.3,
157,FMCG,Oral Care,Asia,Malaysia,44.4,31.2,54.7,
158,FMCG,Fabric Enhancer,Asia,Malaysia,1.2,4.8,0.4,
158,FMCG,Fabric Enhancer,Asia,Malaysia,8.4,4.4,4.8,
158,FMCG,Fabric Enhancer,Asia,Malaysia,20.5,19.7,15.3,
158,FMCG,Fabric Enhancer,Asia,Malaysia,24,12.8,21,
158,FMCG,Fabric Enhancer,Asia,Malaysia,45.9,55.1,58.4,
159,FMCG,Dish care,Asia,Malaysia,0.8,2.4,0.8,
159,FMCG,Dish care,Asia,Malaysia,1.3,4.2,1,
159,FMCG,Dish care,Asia,Malaysia,2.6,1.5,1.4,
159,FMCG,Dish care,Asia,Malaysia,4.3,4.6,2.9,
159,FMCG,Dish care,Asia,Malaysia,9.1,3.4,5.8,
159,FMCG,Dish care,Asia,Malaysia,11,11.3,10.9,
159,FMCG,Dish care,Asia,Malaysia,16.1,8,18.8,
159,FMCG,Dish care,Asia,Malaysia,25.4,20.2,26.5,
159,FMCG,Dish care,Asia,Malaysia,29.4,21.2,31.9,
160,FMCG,Dish care,Asia,Philippines,1.8,0.9,0.5,
160,FMCG,Dish care,Asia,Philippines,2.6,0.1,0.5,
160,FMCG,Dish care,Asia,Philippines,3.9,1,1.1,
160,FMCG,Dish care,Asia,Philippines,3.8,0.6,1.2,
160,FMCG,Dish care,Asia,Philippines,8.4,2.4,5.5,
160,FMCG,Dish care,Asia,Philippines,11.3,4,5.7,
160,FMCG,Dish care,Asia,Philippines,9.6,2.1,5.9,
160,FMCG,Dish care,Asia,Philippines,10.9,4,7.6,
160,FMCG,Dish care,Asia,Philippines,12.1,10.7,11.8,
160,FMCG,Dish care,Asia,Philippines,35.7,53.8,60.3,
161,FMCG,Personal Care,Asia,Philippines,2.4,0.6,0.8,
161,FMCG,Personal Care,Asia,Philippines,2.7,2.2,1.4,
161,FMCG,Personal Care,Asia,Philippines,6.2,5.3,4.1,
161,FMCG,Personal Care,Asia,Philippines,6,4.6,4.4,
161,FMCG,Personal Care,Asia,Philippines,8.3,5.4,5.8,
161,FMCG,Personal Care,Asia,Philippines,14,11.3,12,
161,FMCG,Personal Care,Asia,Philippines,13.5,13.6,13.5,
161,FMCG,Personal Care,Asia,Philippines,21.8,20,25.3,
161,FMCG,Personal Care,Asia,Philippines,25.2,30,32.7,
162,FMCG,Toothpaste,Asia,Taiwan,2.6,0.4,1.1,
162,FMCG,Toothpaste,Asia,Taiwan,4.8,1.5,1.7,
162,FMCG,Toothpaste,Asia,Taiwan,4.1,1.6,2.2,
162,FMCG,Toothpaste,Asia,Taiwan,8.6,4.2,5.3,
162,FMCG,Toothpaste,Asia,Taiwan,9.6,6.7,7.3,
162,FMCG,Toothpaste,Asia,Taiwan,17.6,11.2,17.1,
162,FMCG,Toothpaste,Asia,Taiwan,25.1,19.5,29.3,
162,FMCG,Toothpaste,Asia,Taiwan,27.6,47.1,36,
163,FMCG,Toothpaste,Asia,Philippines,4.6,1.2,1.2,
163,FMCG,Toothpaste,Asia,Philippines,4.3,1,1.5,
163,FMCG,Toothpaste,Asia,Philippines,6.9,1.3,1.6,
163,FMCG,Toothpaste,Asia,Philippines,4.2,3.8,1.8,
163,FMCG,Toothpaste,Asia,Philippines,9.9,9.2,5.8,
163,FMCG,Toothpaste,Asia,Philippines,24,24.8,20.6,
163,FMCG,Toothpaste,Asia,Philippines,44.5,58.7,66.9,
164,FMCG,Personal Care,Asia,Thailand,1.8,0.3,0.5,
164,FMCG,Personal Care,Asia,Thailand,2.2,1.4,0.9,
164,FMCG,Personal Care,Asia,Thailand,5.7,4.5,2.9,
164,FMCG,Personal Care,Asia,Thailand,14,14.5,10.6,
164,FMCG,Personal Care,Asia,Thailand,12.3,7,11.2,
164,FMCG,Personal Care,Asia,Thailand,15.5,15.5,13.1,
164,FMCG,Personal Care,Asia,Thailand,20.3,12.9,26.5,
164,FMCG,Personal Care,Asia,Thailand,28.1,24.7,34.4,
